Username,Bio,profile URL,Location,Websites
lessin,intern @theinformation. gp @slow. fmr vp product @facebook. co-founder @dropio and @betterwithfin. mailing list: https://t.co/mh0cpyrrik,https://twitter.com/lessin,"san francisco, ca",https://t.co/NzgzePvZWP
Ivan_Maisel,"vp editorial/senior writer https://t.co/ah7mxpyzcs. i cover colfb. now available: i keep trying to catch his eye (hachette), on my late son and how i learned to carry my grief.",https://twitter.com/Ivan_Maisel,"fairfield, ct",
campbell_brown,mom to my two amazing boys; vp of media partnerships at meta; co-founder of https://t.co/fofgilga3r,https://twitter.com/campbell_brown,new york,
wiczipedia,author: how to lose the information war and how to be a woman online | vp @cen4infores | @wiczipedia@mas.to | https://t.co/p7ectn3ylu | ig @wiczipedia | opinions mine,https://twitter.com/wiczipedia,"washington, dc",https://t.co/5iMHJ9JuQB
milesSI,"gaffer @sigames, director @footballmanager, industry ambassador @warchilduk, @lofootball, vp @specialeffect, governor @elamhq blog https://t.co/are1obbepu  personal acc",https://twitter.com/milesSI,london,
shannonkoneil,cfr vp and sr fellow for latin america. author: the globalization myth https://t.co/n64ubfu0ue two nations indivisible https://t.co/megg3hjhyh. rts ≠ endorsements,https://twitter.com/shannonkoneil,new york,https://t.co/inSjRxUPEx
aminattock,"https://t.co/vl8fowj0ag (eng) / mba (mcgill) / https://t.co/kxiv0cr1nj (oxford univ), ex-federal minister climate change/advisor to pm (pakistan), ex- vp - iucn, vp-unep bureau",https://twitter.com/aminattock,islamabad,
joshcorman,protector | philosopher | strategist | vp cyber safety strategy @claroty | co-founded https://t.co/jlmny0wgl0 & https://t.co/8xxdejmuk1 | comments are my own,https://twitter.com/joshcorman,fighting the good fight...,https://t.co/mzD40ldzMD
timyoung,"president @dropbox. formerly founder of socialcast (acquired by @vmware), vp prod&eng @vmware, co-founder https://t.co/y7bghzysop & built a bunch of stuff for @interscope",https://twitter.com/timyoung,malibu & san francisco,https://t.co/PBa4uuhLfM
chiefmartec,"vp platform ecosystem @hubspot; editor https://t.co/ygypi5uqdy; advisor @dobility, @offerfit, @workato; author of hacking marketing; ""godfather of #martech"" - @adage",https://twitter.com/chiefmartec,"boston, ma",https://t.co/i2HoojLgPW
franmirabella,"https://t.co/hkzyvzmzor | ex- @ign 18yrs., vp of video | epic creator code: ""franmirabella"" | @twitch partner | biz: email *dms open* (hit the link for more)",https://twitter.com/franmirabella,"san francisco, ca",https://t.co/RZgRYhM6xv
midwestspitfire,ecstatic disaster • vp of spite • nolite te bastardes carborundorum • find me here now: https://t.co/yxrvk2ht4p • she/her,https://twitter.com/midwestspitfire,"los angeles, ca",https://t.co/g9Gj46omDG
heymarci,writing/speaking/thinking about all things #cogeneration (olders & youngers doing good stuff together). vp @co_generate (formerly https://t.co/ynyxe1n1kc),https://twitter.com/heymarci,new york city,https://t.co/byYrvtfY2u
clayroutledge,vp of research & director of https://t.co/zgp7tdogje @archbridgeinst / co-editor https://t.co/xv7yck8vhu / visiting fellow @mercatus  / existential psychologist,https://twitter.com/clayroutledge,nw arkansas,https://t.co/3fs8gILnMy
pimskeks,"ios dev & hacker, reverse engineer, security researcher | vp of product security @zimperium @zlabsproject | https://t.co/g7bffbiukm | @checkra1n",https://twitter.com/pimskeks,germany,
WarJessEagle,"vp of brand & digital strat @stewarthaasrcng. prev ny rangers, yankees, under armour, ncaa. auburn alum. dog mom. blog at https://t.co/ysiaux2uch. ☕️ in hand.",https://twitter.com/WarJessEagle,"charlotte, nc",https://t.co/dnH0uPltTL
joell,"co-founder @guardiangym. was vp global brand strategy @twitter, cmo @norcalcann and ceo moxie.. now a musician https://t.co/fpgfwxznbz",https://twitter.com/joell,san francisco,https://t.co/11Hej06OEv
earnmyturns,"google vp & engineering fellow; former penn professor; ml/nlp researcher; fanatic skier; he/him.
also @earnmyturns at https://t.co/saabsbobxd",https://twitter.com/earnmyturns,"palo alto, ca, usa",https://t.co/kjAnUPEmkT
GZipadelli,vp of competition @stewart haas racing / owner / co host of drop zone hunting tv check us out at https://t.co/p9peqya9ro,https://twitter.com/GZipadelli,"mooresvile, nc",https://t.co/dhRaymWNZ5
MichaelBourret,vp & literary agent @dgandbtweets (opinions clearly my own!) queer 🏳️‍🌈 he/him. mostly on twitter break. query me here: https://t.co/jjvj0n1f03,https://twitter.com/MichaelBourret,"los angeles, ca",https://t.co/qBBckI7T6z
LitAgentMarini,"vp & agent at irene goodman. 
not tall, just loud.
wants books in which things happen
#mswl here: https://t.co/trq2dlf19h",https://twitter.com/LitAgentMarini,"brooklyn, ny",https://t.co/0HUqOIblit
jimmyking24,vp & coo truchampions | https://t.co/r1d1sis2z2 | check out my cameo profile: https://t.co/4k5zxltqfh |,https://twitter.com/jimmyking24,detroit | dallas ,https://t.co/jk1nQVGyOu
ProspectInsider,"vp of @fss_digital | @ftrstarsseries
watch: https://t.co/hmve4okbec
pod: https://t.co/oybih1smjj
get: https://t.co/r3oy6qtqwo
ex: espn, cbs radio",https://twitter.com/ProspectInsider,seattle,https://t.co/yC6Ot0HdWt
IreneGallo,vp and publisher of https://t.co/9ly9iyzitx. (opinions are my own.),https://twitter.com/IreneGallo,"new york, ny",https://t.co/FsCRpfJ2pS
collinhansen,"vp for content for tgc, host of gospelbound, executive director of the keller center for cultural apologetics, author of 'timothy keller': https://t.co/oyhwm0nwog",https://twitter.com/collinhansen,"birmingham, alabama",https://t.co/Wg05PopmSe
themsaid,"author of https://t.co/ebdzmze7rc 
· instructor @laracasts 
· 1st laravel core team member
· vp infrastructure
· creator of https://t.co/plijbxamks",https://twitter.com/themsaid,dubai,https://t.co/RcnP4RiOTe
golfodds,"@superbooksports vp of risk - golf oddsmaker (https://t.co/3lxtetc9fo) - supporter of @lakers, @goldenknights, @raiders, @arsenal, @lvaces - opinions are my own",https://twitter.com/golfodds,"las vegas, nevada",https://t.co/fSd6JlTdG9
ded,"vp of engineering. talks about #leadership, #engineering, #strategy, #culture and productive people-first teams. made https://t.co/gj0m6qjrbk",https://twitter.com/ded,"highland park, los angeles",https://t.co/FZEPUr44eT
ashevat,"investor @iendeavors. ⏳ cpo @reshufflehq (acquired by @twitter), vp product twitch, slack & google, author📚 @oreillymedia https://t.co/dscshvu79a",https://twitter.com/ashevat,austin,https://t.co/MbzLePS11a
mtmdphd,views my own. vp clinical partnerships @tempuslabs #precisionmedicine #mmsm #lymsm @asco bod (19-23) #ccc19 @covid19nccc https://t.co/ckns2cepbh,https://twitter.com/mtmdphd,"milwaukee, wi",https://t.co/bFN46uDAHy
coolcsh,"vp director of product @ microsoft on azure developer experience. .net, https://t.co/pjjklwhhbm, father, hiker, nerd, beer, whiskey, seahawks, f1, he/him",https://twitter.com/coolcsh,"snohomish, wa",
jayks,vp of marketing @avalabsofficial building @avalancheavax | former @fluidityio @airswap @ogilvy @iubloomington | photographer: https://t.co/3q1du7kjbf | investor,https://twitter.com/jayks,"brooklyn, ny",https://t.co/BtfbxxTiIe
deniswirtz,"vp for research @johnshopkins, t.h. smoot professor @hopkinsengineer & @hopkinsmedicine, co-founder @inbt_jhu, lab: https://t.co/9otmgb6inu tweets are my own.",https://twitter.com/deniswirtz,"baltimore, md",https://t.co/VQrqWEGiA2
jtleek,"chief data officer, vp, prof @fredhutch, previously at @jhubiostat, dad, https://t.co/6bmxpaqyc0",https://twitter.com/jtleek,baltimore/seattle,https://t.co/5xC2WBDf5i
digitalcloudgal,vp cloud| it optimization and strategic sourcing #cloud #edge #cybersecurity |podcast| subscribe now!👉 https://t.co/ntgxhljc8h,https://twitter.com/digitalcloudgal,"california, usa",https://t.co/UutLberqSX
ConLawWarrior,senior vp @catoinstitute / constitutional & legal studies. bane of bureaucrats & lover of liberty. https://t.co/w2vtdwoaku,https://twitter.com/ConLawWarrior,"washington, dc",
derekeagleton,proverbs 3:5-6 | husband | father | ωψφ spr 92 | hook ‘em🤘🏾 | half marathoner | dallas cowboy vp of media & content | https://t.co/pzlgqjmsgm,https://twitter.com/derekeagleton,texas,
GenBoykin,"served 36 years in us army, original member of delta force. executive vp @frcdc. follow me on #facebook: https://t.co/ppy5xngivh https://t.co/gnxexmdl9r",https://twitter.com/GenBoykin,"washington, dc",https://t.co/lXztDgAJ25
vpreobrazhensky,founder of latoken exchange where you can earn free tokens and trade almost any token. apply for listing: https://t.co/7yhz2jggzz,https://twitter.com/vpreobrazhensky,,https://t.co/u9FkgOQxkL
LizGaspari,"sports nutrition mogul , former owner & vp gaspari nutrition & heir of sarai shazada kabul, afghanistan dangerzone on vh1 link https://t.co/hxg9vgxndq",https://twitter.com/LizGaspari,worldwide,
MrAhmadAwais,"🐙 vp devrel @rapid_api
🌟 @github star
🦊 @googledevs expert
🎖 award-winning eng. → https://t.co/5fvgtbp3oa

as quoted by @satyanadella ""what an awesome example for devs""",https://twitter.com/MrAhmadAwais,san francisco / vancouver ,https://t.co/w2B860fkVg
apphil,"maps https://t.co/4qeis0uabo, before: engineering vp @telenav, founder skobbler (sold to telenav). maps & future of transport",https://twitter.com/apphil,singapore,https://t.co/hEoESmqvEw
VictoriaRColey,vp of comms @iwf @iwv • fmr @foxnews • pumped @clemsonuniv tiger. join me on @iwn — the members-only community for women patriots 🇺🇸 #iwn https://t.co/1s22tx9mn5,https://twitter.com/VictoriaRColey,"washington, dc",https://t.co/P61Qitxw0L
sandy_carter,"agile leader. energizer bunny. svp unstoppable, #aws vp alum + https://t.co/colojn0wsd 10 #ai #cloud #cmo #web3 #iot influencer. best selling author. tedx.",https://twitter.com/sandy_carter,"san francisco, ca",https://t.co/S5ELc2Dkxl
ericakuhl,ceo erica kuhl consulting | former vp community at salesforce | community builder & dreamer | podcast host (https://t.co/ugazgdfnvh) | wife/mom/ski bum/tennis player,https://twitter.com/ericakuhl,"boulder, co",https://t.co/WrSu7e5idw
tomroach,brand and communications strategist. vp brand strategy at jellyfish global https://t.co/nrnzw1dyt7,https://twitter.com/tomroach,"work london, live cambridge",https://t.co/dzcBtWqWCT
gabrielazanfir,vp for global privacy @futureofprivacy; phd in #eudatap; https://t.co/ahaxz7dndl; ex-@eu_edps; co-author of the big gdpr oup commentary; 🇷🇴 🇪🇺 🇺🇸 opinions all mine,https://twitter.com/gabrielazanfir,"birmingham, mi",https://t.co/ahAxz7dnDl
rhein_wein,"helping you build a high-performing dev team. vp of engineering & eng coach, @docker captain, former @cloudbees @codeship eng metrics: https://t.co/i6egyui1vq",https://twitter.com/rhein_wein,the internet,https://t.co/AwsH4NKOwo
wiqaralikhan,actor | director | dad | الحمد لله | custodian of the bat signal | gumball 3000 | former vp @mtv & arydigital | champion card player | https://t.co/56mxmbaoov,https://twitter.com/wiqaralikhan, | london • dubai |,https://t.co/3sHUfdDabI
Smooch_Axie,vp of growth @skymavishq | member @safaryclub | prev. @ https://t.co/w3rgzcho3i | 没房没车 | web3 growth tech,https://twitter.com/Smooch_Axie,,
NHLQubes,"vp & editor-in-chief, https://t.co/20fkumes9l international. former https://t.co/20fkumes9l fantasy guru. opinions are mine.",https://twitter.com/NHLQubes,"new york, ny",https://t.co/3cVn97EOrX
thinking_slow,vp of content @animalzco • i tweet about writing & content marketing • host of blog roast: 5-minute content teardowns: https://t.co/weibwcwrj9,https://twitter.com/thinking_slow,"aylesbury, uk",https://t.co/sRsisDPNj5
shaft,"the complicated man who risks his neck for non-binary peeps, trans folk, women and men. 1st cto @obamafoundation, eng dir @slackhq, @twitter @google @apple",https://twitter.com/shaft,california,https://t.co/7uJgv32X1z
nazim7878,president of the maldives national party (mnp). mp for dhangethi. former defense minister. proud husband and father. proud maldivian.,https://twitter.com/nazim7878,maldives,
DavidDavisMP,conservative member of parliament for haltemprice and howden.,https://twitter.com/DavidDavisMP,,https://t.co/wWYi4tNdzZ
andrealeadsom,"member of parliament for south northamptonshire. if you are a constituent, please email - andrea.leadsom.mp@parliament.uk.",https://twitter.com/andrealeadsom,south northamptonshire,https://t.co/mqSF33HzPn
LiamFox,member of parliament for north somerset. international trade secretary (2016-19) & defence secretary (2010-11). sponsor of the #downsyndromebill,https://twitter.com/LiamFox,north somerset,https://t.co/Y3DIDl86fd
GavinWilliamson,conservative member of parliament for south staffordshire. for any casework issues please email gavin.williamson.mp@parliament.uk,https://twitter.com/GavinWilliamson,south staffordshire,
Ianblackford_MP,"member of parliament for ross, skye and lochaber. constituents with questions should email ian.blackford.mp@parliament.uk",https://twitter.com/Ianblackford_MP,isle of skye,https://t.co/0rjJOPjip5
JulianSmithUK,member of parliament for skipton & ripon,https://twitter.com/JulianSmithUK,,https://t.co/f2djvfWVZk
NazShahBfd,@uklabour member of parliament for bradford west | shadow minister for crime reduction | vice chair @appgbritmuslims,https://twitter.com/NazShahBfd,"bradford, proud yorkshire lass",https://t.co/S5kIRmofle
ClaudiaWebbe,member of parliament for leicester east🌹| former chair op trident| trade unionist| socialist| feminist| leicester born| she/her |claudia.webbe.mp@parliament.uk,https://twitter.com/ClaudiaWebbe,"leicester, england",https://t.co/MMCcjzx4ep
sanjayjaiswalMP,"state president - @bjp4bihar l 
chairperson - parliamentary standing committee on water resources i
member of parliament (lok sabha",https://twitter.com/sanjayjaiswalMP,delhi/bihar,
OAmollo,"advocate & notary, member of parliament for rarieda constituency, ombudsman emeritus.",https://twitter.com/OAmollo,"nairobi, kenya",https://t.co/XrhssGFxBo
KirstyDuncanMP,member of parliament for etobicoke-north,https://twitter.com/KirstyDuncanMP,etobicoke north,
SuellaBraverman,conservative member of parliament for fareham and home secretary,https://twitter.com/SuellaBraverman,fareham,https://t.co/4BOnbekQDq
timloughton,conservative member of parliament for the fantastic constituency of east worthing & shoreham. former children's minister. sometime archaeologist.,https://twitter.com/timloughton,westminster,https://t.co/rEbzdw4lid
LukePollard,"labour & co-op member of parliament for plymouth sutton & devonport, shadow armed forces minister and a big fan of cake. he/him #lukemp",https://twitter.com/LukePollard,"plymouth, uk",https://t.co/WqE6yrHmCY
JohnGlenUK,"member of parliament for salisbury and south wiltshire. chief secretary to the treasury.   for casework, please contact john.glen.mp@parliament.uk.",https://twitter.com/JohnGlenUK,salisbury,https://t.co/aOVMLJz15F
JSHeappey,member of parliament for wells | minister of state for the armed forces | once a soldier | casework james.heappey.mp@parliament.uk,https://twitter.com/JSHeappey,somerset,https://t.co/LE2v3tM6rk
StewartMcDonald,snp member parliament for glasgow south. former spokesperson for defence. read me every saturday in @thescotsman.,https://twitter.com/StewartMcDonald,glasgow / london,https://t.co/NO70DVocEW
chhcalling,conservative member of parliament for daventry and secretary of state for northern ireland,https://twitter.com/chhcalling,,https://t.co/H62ZPrShzb
MarshadeCordova,💼 @uklabour member of parliament for battersea 📧 : marsha.decordova.mp@parliament.uk 📞: 0207 219 0209,https://twitter.com/MarshadeCordova,"battersea, london",https://t.co/2RHp7JkhPP
SuomenEduskunta,eduskunta | riksdagen | finnish parliament,https://twitter.com/SuomenEduskunta,suomi,https://t.co/mKEUxamp73
HeadDAOClub,"head dao club is affiliated with @headdaonft

please dm for collab inquiries",https://twitter.com/HeadDAOClub,,
AdorableGirlRed,"this is my only account!
                         
inked, curvy, feisty, freckled red head
gcw, icw nhb, aew

cashapp $adorableredhead
#thegoochiedolls",https://twitter.com/AdorableGirlRed,somewhere only we know,https://t.co/GQ6W5Wo8NV
mamidior6,m l black |  aggressive | age 21 l i’m also a pot head let’s link get high and fuck😫,https://twitter.com/mamidior6,,
imfhope,social media manager | stop-motion ad creator | visual author | youtuber | video/#photographer,https://twitter.com/imfhope,fcpx,https://t.co/knpI7g2kxM
